StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Team ID,Gender,Age,Degree Status,Major,Formal Education,Experience_1,Experience_2,Experience_3,Differing abilities_1,Differing abilities_2,Differing abilities_3,CD-1,CD-2,CD-3,CD-4,OC-1,OC-2,OC-3,OC-4,OC-5
2023-01-15 11:31:32,2023-01-15 11:35:20,IP Address,174.208.40.124,100,228,True,2023-01-15 11:35:21,R_1DZjGEhxX9ReygX,,,,,42.8354,-78.7573,anonymous,EN,Yes,Team 15,Other/Prefer not to answer,18-24,Undergraduate/Full Time,Computer Science,2 years,5,5,1,5,5,5,The members of my team differ in their way of thinking to a very large extent.,The members of my team differ in their knowledge and skills to a very large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023-01-15 11:32:46,2023-01-15 11:35:21,IP Address,166.194.188.59,100,154,True,2023-01-15 11:35:21,R_2xKtfwJnDe1PhBe,,,,,42.723,-73.8177,anonymous,EN,Yes,Team 13,Male,18-24,Undergraduate/Full Time,Symbolic Systems,0 years,1,4,2,1,1,1,The members of my team differ in their way of thinking to a very large extent.,The members of my team differ in their knowledge and skills to a very large extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
2023-01-15 11:31:59,2023-01-15 11:35:24,IP Address,129.21.255.101,100,205,True,2023-01-15 11:35:25,R_3nUV8BK7gTFzlKr,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 14,Male,18-24,Graduate/Full Time,Cybersecurity,0 years,1,4,3,4,1,4,The members of my team differ in their way of thinking to a very large extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023-01-15 11:32:07,2023-01-15 11:35:28,IP Address,129.21.255.76,100,201,True,2023-01-15 11:35:28,R_31Tc68QDPndYF3T,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 2,Male,18-24,Undergraduate/Full Time,CSEC,1 year,4,4,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
2023-01-15 11:32:09,2023-01-15 11:35:31,IP Address,166.194.188.56,100,201,True,2023-01-15 11:35:31,R_3MS7Y7h2ZMaY2n9,,,,,42.723,-73.8177,anonymous,EN,Yes,Team 11,Male,18-24,Undergraduate/Full Time,Computer Science,2 years,4,2,2,2,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023-01-15 11:32:54,2023-01-15 11:35:31,IP Address,129.21.255.88,100,156,True,2023-01-15 11:35:32,R_6RHZMK0efZ467lv,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 5,Male,18-24,Undergraduate/Full Time,"Cybersecurity ",3+ years,5,4,2,1,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a somewhat small extent.,The members of my team differ in how they view the world to a large extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree
2023-01-15 11:33:04,2023-01-15 11:35:33,IP Address,129.21.255.99,100,149,True,2023-01-15 11:35:33,R_TbgZnIAsxge98Dn,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 6,Male,18-24,Undergraduate/Full Time,,1 year,5,5,2,1,1,1,The members of my team differ in their way of thinking to a small extent.,The members of my team differ in their knowledge and skills to a somewhat small extent.,,The members of my team differ in their beliefs about what is right and wrong to a very large extent.,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023-01-15 11:32:20,2023-01-15 11:35:40,IP Address,166.192.43.25,100,199,True,2023-01-15 11:35:41,R_1jj3jS07OpOHwMk,,,,,42.9297,-78.7434,anonymous,EN,Yes,Team 6,Male,18-24,Undergraduate/Full Time,,2 years,3,4,1,1,1,2,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a small extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023-01-15 11:31:57,2023-01-15 11:35:44,IP Address,107.77.226.26,100,227,True,2023-01-15 11:35:44,R_37wmEEwZjs1L8t3,,,,,40.8088,-73.9195,anonymous,EN,Yes,Team 2,Female,18-24,Undergraduate/Full Time,Computing security,1 year,6,4,2,4,4,4,The members of my team differ in their way of thinking to a somewhat small extent.,The members of my team differ in their knowledge and skills to a small extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
2023-01-15 11:32:52,2023-01-15 11:35:46,IP Address,129.21.255.83,100,173,True,2023-01-15 11:35:46,R_PZgKo6hgX7amwOl,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 12,Male,18-24,Undergraduate/Full Time,Computer Science,0 years,7,4,2,3,1,2,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Agree,Agree,Agree,Strongly Agree,Strongly Agree
2023-01-15 11:32:46,2023-01-15 11:35:47,IP Address,166.192.43.76,100,181,True,2023-01-15 11:35:48,R_33yxb88IeCzZfvT,,,,,42.9297,-78.7434,anonymous,EN,Yes,Team 1,Female,18-24,Graduate/Full Time,Cyber Studies,2 years,4,1,1,1,1,2,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a very large extent.,,,Strongly Agree,Agree,Agree,Agree,Agree
2023-01-15 11:32:40,2023-01-15 11:35:48,IP Address,166.194.188.81,100,188,True,2023-01-15 11:35:49,R_PzWaQaCnoDjVeSJ,,,,,42.723,-73.8177,anonymous,EN,Yes,Team 3,Male,18-24,Undergraduate/Full Time,Cybersecurity,3+ years,7,2,2,2,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Agree,Agree,Agree,Agree,Agree
2023-01-15 11:31:29,2023-01-15 11:35:49,IP Address,129.21.255.84,100,260,True,2023-01-15 11:35:50,R_2qaZH8uz5miX2PX,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 4,Male,18-24,Undergraduate/Full Time,Computer Engineering,0 years,3,3,1,1,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a somewhat small extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023-01-15 11:32:52,2023-01-15 11:35:50,IP Address,129.21.255.99,100,177,True,2023-01-15 11:35:51,R_3s5FKyDP48eI9Mg,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 11,Male,18-24,Undergraduate/Full Time,Computer Science,2 years,7,7,1,3,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a large extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat large extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023-01-15 11:32:04,2023-01-15 11:35:52,IP Address,129.21.255.85,100,228,True,2023-01-15 11:35:52,R_1DIK0eGkOfVVVkj,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 9,Male,18-24,Undergraduate/Full Time,Computer Science,0 years,2,3,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a somewhat small extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023-01-15 11:31:48,2023-01-15 11:35:55,IP Address,129.21.255.75,100,246,True,2023-01-15 11:35:56,R_24CAgBbe2x3q9qg,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 7,Female,18-24,Graduate/Full Time,"Cybersecurity ",3+ years,7,5,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
2023-01-15 11:31:53,2023-01-15 11:35:58,IP Address,129.21.255.85,100,244,True,2023-01-15 11:35:59,R_1OuBFVoDvSA09ax,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 5,Male,18-24,Undergraduate/Part Time,Computing Security,2 years,3,6,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023-01-15 11:31:32,2023-01-15 11:35:59,IP Address,129.21.60.169,100,266,True,2023-01-15 11:35:59,R_2tJcm0nfeYUkQse,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 5,Male,25-29,Graduate/Full Time,MS-CSEC,3+ years,6,6,2,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a somewhat small extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree
2023-01-15 11:33:17,2023-01-15 11:36:00,IP Address,129.21.255.88,100,163,True,2023-01-15 11:36:00,R_2y8VztLYIx40SOI,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 12,Male,18-24,Undergraduate/Part Time,Computer Information Systems,0 years,2,4,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a small extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,Agree,Strongly Agree,Strongly Agree,Agree,Agree
2023-01-15 11:33:44,2023-01-15 11:36:02,IP Address,107.174.17.253,100,138,True,2023-01-15 11:36:02,R_23dIjfAjq72h8RT,,,,,41.4712,-81.5248,anonymous,EN,Yes,Team 8,Male,18-24,Undergraduate/Full Time,Computer Sciences,0 years,4,2,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a large extent.,The members of my team differ in their beliefs about what is right and wrong to a very large extent.,Agree,Agree,Strongly Agree,Agree,Strongly Agree
2023-01-15 11:32:37,2023-01-15 11:36:03,IP Address,129.21.255.100,100,205,True,2023-01-15 11:36:04,R_1JDWKVQtIGRRtlV,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 8,Male,18-24,Undergraduate/Part Time,,1 year,2,2,2,3,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat large extent.,Disagree,Agree,Strongly Agree,Strongly Agree,Agree
2023-01-15 11:31:59,2023-01-15 11:36:07,IP Address,129.21.255.100,100,248,True,2023-01-15 11:36:08,R_25zI186DoQTjb7C,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 14,Male,35-39,Undergraduate/Full Time,Computer Science,3+ years,4,3,3,1,3,3,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023-01-15 11:32:47,2023-01-15 11:36:12,IP Address,129.21.255.87,100,205,True,2023-01-15 11:36:12,R_0vcrfZPcVlT6rOp,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 8,Male,18-24,Undergraduate/Part Time,,1 year,1,4,1,1,1,1,The members of my team differ in their way of thinking to a small extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Agree,Agree,Strongly Agree,Agree,Agree
2023-01-15 11:32:44,2023-01-15 11:36:14,IP Address,172.226.194.15,100,209,True,2023-01-15 11:36:14,R_2ZHs4iiJ7HZ7TDL,,,,,40.7425,-73.9877,anonymous,EN,Yes,Team 3,Male,18-24,Undergraduate/Full Time,Cybersecurity,2 years,7,3,2,1,1,3,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat large extent.,Strongly Agree,Agree,Agree,Strongly Agree,Agree
2023-01-15 11:33:03,2023-01-15 11:36:26,IP Address,129.21.255.72,100,202,True,2023-01-15 11:36:26,R_De51dbV3DCZMBl7,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 7,Male,25-29,Undergraduate/Full Time,Cyberaecurity,3+ years,3,5,2,1,1,1,The members of my team differ in their way of thinking to a somewhat small extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Agree,Agree,Strongly Agree,Strongly Agree,Agree
2023-01-15 11:32:23,2023-01-15 11:36:28,IP Address,129.21.255.89,100,244,True,2023-01-15 11:36:28,R_BwRyBNRiFemdJKN,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 12,Male,18-24,Undergraduate/Full Time,Computer Information Systems,1 year,1,3,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Strongly Agree,Strongly Agree,Agree,Agree,Agree
2023-01-15 11:33:12,2023-01-15 11:36:28,IP Address,129.21.255.107,100,196,True,2023-01-15 11:36:28,R_1H5z63vFrZamtop,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 3,,18-24,Undergraduate/Part Time,"Mechatronics and Robotics Engineering ",0 years,2,5,1,3,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree
2023-01-15 11:33:47,2023-01-15 11:36:30,IP Address,107.77.226.177,100,163,True,2023-01-15 11:36:31,R_1LeCnMj6TwWQFks,,,,,40.8088,-73.9195,anonymous,EN,Yes,Team 1,Male,18-24,Undergraduate/Part Time,"Cyber, comp sci",2 years,7,5,4,1,1,1,The members of my team differ in their way of thinking to a very large extent.,The members of my team differ in their knowledge and skills to a very large extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023-01-15 11:34:17,2023-01-15 11:36:34,IP Address,129.21.255.72,100,137,True,2023-01-15 11:36:35,R_1ibak5DewrJfac6,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 5,Male,18-24,Undergraduate/Full Time,,2 years,1,3,1,1,1,1,The members of my team differ in their way of thinking to a small extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree
2023-01-15 11:33:48,2023-01-15 11:36:40,IP Address,129.21.255.94,100,172,True,2023-01-15 11:36:41,R_3NQwK4XXVMSg43o,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 11,Male,18-24,Undergraduate/Full Time,"Cybersecurity ",2 years,2,3,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a small extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023-01-15 11:33:27,2023-01-15 11:36:43,IP Address,129.21.100.196,100,195,True,2023-01-15 11:36:43,R_1mtqpeVFNzf05AA,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 5,Male,18-24,Undergraduate/Full Time,"Computing Security ",3+ years,2,4,2,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Agree,Agree,Agree,Agree,Agree
2023-01-15 11:34:11,2023-01-15 11:36:46,IP Address,166.194.188.57,100,155,True,2023-01-15 11:36:46,R_2awAYvnkbaNqV8n,,,,,42.723,-73.8177,anonymous,EN,Yes,Team 9,Male,18-24,Undergraduate/Full Time,CS,1 year,3,3,1,3,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Agree,Agree,Agree,Agree,Agree
2023-01-15 11:32:41,2023-01-15 11:36:46,IP Address,166.194.188.53,100,245,True,2023-01-15 11:36:47,R_3COUVUPmnDWl7Ew,,,,,42.723,-73.8177,anonymous,EN,Yes,Team 1,Male,25-29,Undergraduate/Full Time,Cyber Security,1 year,2,3,1,3,1,5,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023-01-15 11:32:20,2023-01-15 11:36:58,IP Address,129.21.255.94,100,278,True,2023-01-15 11:36:59,R_1GNAJcaQIzpYOZU,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 6,Male,18-24,Undergraduate/Part Time,Networks and Information Security Engineering,3+ years,3,5,1,4,1,,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a very large extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
2023-01-15 11:32:09,2023-01-15 11:37:03,IP Address,166.194.188.63,100,294,True,2023-01-15 11:37:04,R_8B0I5vTYXsP4jst,,,,,42.723,-73.8177,anonymous,EN,Yes,Team 10,Male,18-24,Undergraduate/Part Time,"Computer science: cybersecurity ",3+ years,7,4,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023-01-15 11:32:55,2023-01-15 11:37:07,IP Address,129.21.255.109,100,252,True,2023-01-15 11:37:08,R_8ihPmMRU6QzKmid,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 3,Female,18-24,Undergraduate/Full Time,,2 years,7,3,1,2,1,1,The members of my team differ in their way of thinking to a large extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023-01-15 11:32:28,2023-01-15 11:37:15,IP Address,172.58.229.162,100,287,True,2023-01-15 11:37:16,R_2QRmAyPTb4FYDdu,,,,,40.8312,-73.9067,anonymous,EN,Yes,Team 14,Female,18-24,Undergraduate/Full Time,Computer Science,0 years,2,2,2,5,2,,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a large extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Agree,Agree,Agree,Agree,Agree
2023-01-15 11:32:38,2023-01-15 11:37:15,IP Address,129.21.255.104,100,276,True,2023-01-15 11:37:16,R_1SUo7vtYVixZ8SB,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 3,Male,18-24,Undergraduate/Full Time,"Cybersecurity ",1 year,7,3,1,1,1,4,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a very large extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree
2023-01-15 11:34:18,2023-01-15 11:37:17,IP Address,129.21.125.23,100,178,True,2023-01-15 11:37:18,R_sXp0l7MLgYSOhe9,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 14,Male,18-24,Undergraduate/Full Time,Electrical and Computer Engineering,0 years,1,5,1,2,1,3,The members of my team differ in their way of thinking to a large extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat large extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023-01-15 11:32:47,2023-01-15 11:37:19,IP Address,174.208.40.59,100,272,True,2023-01-15 11:37:19,R_3PXO4OlsyUZDokh,,,,,42.8354,-78.7573,anonymous,EN,Yes,Team 14,Male,18-24,Undergraduate/Part Time,Computer Science,0 years,3,4,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023-01-15 11:32:05,2023-01-15 11:37:31,IP Address,166.194.188.88,100,326,True,2023-01-15 11:37:32,R_27HJdZQ8vMIhksD,,,,,42.723,-73.8177,anonymous,EN,Yes,Team 3,Male,18-24,Undergraduate/Full Time,Cybersecurity,3+ years,4,4,1,3,1,4,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree
2023-01-15 11:33:28,2023-01-15 11:37:48,IP Address,129.21.255.89,100,260,True,2023-01-15 11:37:49,R_6s1ZW2BjSJwxmfL,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 4,Male,18-24,Undergraduate/Full Time,,0 years,1,4,1,1,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
2023-01-15 11:31:58,2023-01-15 11:38:00,IP Address,166.192.43.10,100,362,True,2023-01-15 11:38:01,R_1DTrvlEsE1MlN8h,,,,,42.9297,-78.7434,anonymous,EN,Yes,Team 10,Male,18-24,Undergraduate/Full Time,Computer Science: Cyber Security,3+ years,4,4,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a small extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,Strongly Agree,Agree,Strongly Agree,Agree,Agree
2023-01-15 11:35:30,2023-01-15 11:40:41,IP Address,129.21.255.104,100,311,True,2023-01-15 11:40:42,R_3PC5Sr0et99xlZz,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 6,Male,18-24,Undergraduate/Full Time,,0 years,5,5,1,4,5,5,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023-01-15 11:32:08,2023-01-15 11:32:34,IP Address,129.21.255.85,16,26,False,2023-01-22 11:32:35,R_3n6gNHllhVeslHj,,,,,,,anonymous,EN,Yes,Team 5,,,,,,,,,,,,,,,,,,,,
2023-01-15 11:32:25,2023-01-15 11:32:44,IP Address,129.21.255.102,16,19,False,2023-01-22 11:32:49,R_egoJqRaDby5tWSt,,,,,,,anonymous,EN,Yes,Team 3,,,,,,,,,,,,,,,,,,,,
2023-01-15 11:31:53,2023-01-15 11:32:43,IP Address,129.21.255.84,11,50,False,2023-01-22 11:33:05,R_26c2ErWuOsX2mAZ,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,
2023-01-15 11:31:56,2023-01-15 11:32:52,IP Address,129.21.255.106,0,56,False,2023-01-22 11:33:09,R_2aE3NwwXx3SYU4J,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,
2023-01-15 11:32:20,2023-01-15 11:32:54,IP Address,209.107.189.160,0,33,False,2023-01-22 11:33:14,R_p5WQ47bKZ6ASNrz,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,
2023-01-15 11:32:08,2023-01-15 11:32:59,IP Address,104.28.55.80,0,50,False,2023-01-22 11:33:15,R_2rSfcyS52CtJahf,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,
2023-01-15 11:32:52,2023-01-15 11:33:20,IP Address,146.75.244.1,0,27,False,2023-01-22 11:33:21,R_2VfkBEFjOUneiG5,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,
2023-01-15 11:32:56,2023-01-15 11:33:26,IP Address,174.208.44.86,53,29,False,2023-01-22 11:33:35,R_2e3af0s4I8M8XfH,,,,,,,anonymous,EN,Yes,,,,,,,4,4,4,3,,,,,,,,,,,
2023-01-15 11:32:40,2023-01-15 11:34:41,IP Address,166.192.43.78,74,120,False,2023-01-22 11:35:01,R_3PT3KpQ85658xnd,,,,,,,anonymous,EN,Yes,Team 6,Male,18-24,Undergraduate/Full Time,"Networks and Information Security Engineering ",3+ years,5,5,2,1,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,,,,,
